GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC02_EST_VC01,HC04_EST_VC01,HC01_EST_VC36,HC02_EST_VC36,HC04_EST_VC36,HC01_EST_VC37,HC02_EST_VC37,HC04_EST_VC37
Id,Id2,Geography,Total; Estimate; Population 16 years and over,Labor Force Participation Rate; Estimate; Population 16 years and over,Unemployment rate; Estimate; Population 16 years and over,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Labor Force Participation Rate; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Unemployment rate; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - At or above the poverty level,Labor Force Participation Rate; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - At or above the poverty level,Unemployment rate; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - At or above the poverty level
1400000US06073007200,06073007200,"Census Tract 72, San Diego County, California",5284,49.8,5.9,114,45.6,19.2,2156,76.7,5.0
1400000US06073007301,06073007301,"Census Tract 73.01, San Diego County, California",4147,83.3,8.0,244,68.4,16.8,3564,89.7,7.4
1400000US06073007302,06073007302,"Census Tract 73.02, San Diego County, California",1748,65.7,5.8,135,45.9,9.7,1185,84.4,6.1
1400000US06073007400,06073007400,"Census Tract 74, San Diego County, California",5767,78.0,10.1,622,83.9,23.2,4308,90.5,7.9
1400000US06073007501,06073007501,"Census Tract 75.01, San Diego County, California",3475,89.7,8.7,560,87.3,14.9,2671,95.1,7.8
1400000US06073007502,06073007502,"Census Tract 75.02, San Diego County, California",2784,86.0,3.2,252,82.9,7.2,2262,93.9,2.9
1400000US06073007600,06073007600,"Census Tract 76, San Diego County, California",4250,66.8,4.9,905,47.2,6.6,2448,88.5,5.1
1400000US06073007701,06073007701,"Census Tract 77.01, San Diego County, California",3706,73.2,2.2,344,40.4,16.5,2731,91.9,1.5
1400000US06073007702,06073007702,"Census Tract 77.02, San Diego County, California",3460,82.3,5.6,462,68.6,4.4,2671,91.8,6.0
1400000US06073007800,06073007800,"Census Tract 78, San Diego County, California",5211,78.8,5.2,552,78.4,24.7,4031,89.8,2.8
1400000US06073007903,06073007903,"Census Tract 79.03, San Diego County, California",4393,87.0,9.6,738,78.3,28.7,3345,94.3,5.8
1400000US06073007905,06073007905,"Census Tract 79.05, San Diego County, California",2584,69.9,8.2,768,32.2,9.7,1640,91.6,8.2
1400000US06073007907,06073007907,"Census Tract 79.07, San Diego County, California",3019,82.4,4.9,547,53.2,20.6,2302,91.0,2.9
1400000US06073007908,06073007908,"Census Tract 79.08, San Diego County, California",2817,81.5,3.7,444,72.5,11.2,2132,91.0,2.6
1400000US06073007910,06073007910,"Census Tract 79.10, San Diego County, California",2904,82.1,6.7,376,63.3,16.8,2283,92.5,4.7
1400000US06073008002,06073008002,"Census Tract 80.02, San Diego County, California",2259,74.5,5.5,147,59.2,27.6,1583,90.7,3.7
1400000US06073008003,06073008003,"Census Tract 80.03, San Diego County, California",3373,79.5,3.4,221,41.2,29.7,2705,91.7,2.6
1400000US06073008006,06073008006,"Census Tract 80.06, San Diego County, California",3575,80.9,4.4,300,54.3,18.4,2738,93.1,2.5
1400000US06073008101,06073008101,"Census Tract 81.01, San Diego County, California",3255,62.2,10.6,421,30.9,62.3,1974,86.2,4.4
1400000US06073008102,06073008102,"Census Tract 81.02, San Diego County, California",2624,67.4,1.1,94,61.7,0.0,1819,82.8,1.3
1400000US06073008200,06073008200,"Census Tract 82, San Diego County, California",2312,57.1,4.7,94,62.8,10.2,1189,84.1,1.8
1400000US06073008301,06073008301,"Census Tract 83.01, San Diego County, California",2553,45.8,4.4,199,24.1,0.0,1231,72.1,3.8
1400000US06073008303,06073008303,"Census Tract 83.03, San Diego County, California",2907,54.5,5.0,121,63.6,29.9,1396,75.9,4.2
1400000US06073008305,06073008305,"Census Tract 83.05, San Diego County, California",1767,69.2,8.7,415,51.3,30.0,1272,78.6,4.2
1400000US06073008306,06073008306,"Census Tract 83.06, San Diego County, California",2725,61.8,8.0,125,75.2,29.8,1665,82.4,7.0
1400000US06073008307,06073008307,"Census Tract 83.07, San Diego County, California",3087,58.3,4.4,117,49.6,0.0,1807,82.7,3.3
1400000US06073008310,06073008310,"Census Tract 83.10, San Diego County, California",4685,54.9,4.0,203,39.4,3.8,2630,80.6,4.7
1400000US06073008311,06073008311,"Census Tract 83.11, San Diego County, California",2408,52.8,7.5,22,0.0,-,1394,71.2,8.4
1400000US06073008312,06073008312,"Census Tract 83.12, San Diego County, California",3348,52.2,4.6,324,19.4,46.0,1768,80.1,2.3
1400000US06073008313,06073008313,"Census Tract 83.13, San Diego County, California",1775,58.9,4.9,62,37.1,0.0,1074,78.1,6.1
1400000US06073008324,06073008324,"Census Tract 83.24, San Diego County, California",5716,63.5,3.1,111,69.4,35.1,3918,80.0,1.9
1400000US06073008327,06073008327,"Census Tract 83.27, San Diego County, California",4641,69.9,4.6,114,49.1,0.0,3468,81.9,4.8
1400000US06073008328,06073008328,"Census Tract 83.28, San Diego County, California",3792,62.7,5.8,134,53.0,39.4,2847,71.5,4.1
1400000US06073008329,06073008329,"Census Tract 83.29, San Diego County, California",5472,74.6,9.5,710,45.8,35.1,3987,86.2,6.7
1400000US06073008330,06073008330,"Census Tract 83.30, San Diego County, California",4473,61.1,12.2,140,20.0,57.1,3339,75.7,11.6
1400000US06073008331,06073008331,"Census Tract 83.31, San Diego County, California",1875,74.7,2.1,63,39.7,0.0,1446,87.6,2.4
1400000US06073008333,06073008333,"Census Tract 83.33, San Diego County, California",10356,72.0,5.4,765,22.9,0.0,8237,81.2,4.2
1400000US06073008335,06073008335,"Census Tract 83.35, San Diego County, California",8064,71.4,5.6,188,46.8,0.0,6518,80.2,5.2
1400000US06073008336,06073008336,"Census Tract 83.36, San Diego County, California",1768,72.0,2.3,22,100.0,0.0,1378,86.0,2.1
1400000US06073008337,06073008337,"Census Tract 83.37, San Diego County, California",3667,67.1,9.4,37,29.7,0.0,2786,79.4,7.6
1400000US06073008339,06073008339,"Census Tract 83.39, San Diego County, California",1992,66.8,4.7,807,48.0,9.6,1047,83.8,2.4
1400000US06073008340,06073008340,"Census Tract 83.40, San Diego County, California",7929,72.1,3.6,1236,43.0,7.7,5845,85.9,3.3
1400000US06073008341,06073008341,"Census Tract 83.41, San Diego County, California",7171,55.4,6.6,2369,28.1,31.9,3640,86.6,1.0
1400000US06073008343,06073008343,"Census Tract 83.43, San Diego County, California",4772,58.7,2.4,1906,36.1,3.9,2323,85.5,1.8
1400000US06073008344,06073008344,"Census Tract 83.44, San Diego County, California",2724,63.6,9.1,175,73.1,64.8,1746,84.7,4.5
1400000US06073008345,06073008345,"Census Tract 83.45, San Diego County, California",3799,62.5,5.4,474,66.9,0.0,2124,81.5,7.4
1400000US06073008346,06073008346,"Census Tract 83.46, San Diego County, California",4379,73.9,5.0,60,63.3,18.4,3508,83.9,3.9
1400000US06073008347,06073008347,"Census Tract 83.47, San Diego County, California",5310,71.8,6.4,243,34.2,75.9,4115,86.5,4.3
1400000US06073008348,06073008348,"Census Tract 83.48, San Diego County, California",4851,71.7,12.7,161,78.3,78.6,3850,81.6,10.3
1400000US06073008349,06073008349,"Census Tract 83.49, San Diego County, California",3136,70.5,10.7,293,67.2,49.7,2053,87.9,5.6
1400000US06073008350,06073008350,"Census Tract 83.50, San Diego County, California",5003,81.1,4.4,183,53.0,0.0,4142,90.3,4.3
1400000US06073008351,06073008351,"Census Tract 83.51, San Diego County, California",3575,69.7,9.1,330,50.3,29.5,2557,85.7,6.2
1400000US06073008352,06073008352,"Census Tract 83.52, San Diego County, California",3274,67.0,8.9,201,63.7,19.8,2221,87.6,6.5
1400000US06073008353,06073008353,"Census Tract 83.53, San Diego County, California",4247,66.3,7.1,453,69.8,20.3,2908,80.7,5.3
1400000US06073008354,06073008354,"Census Tract 83.54, San Diego County, California",5655,74.0,6.8,82,74.4,23.0,4775,83.8,6.2
1400000US06073008355,06073008355,"Census Tract 83.55, San Diego County, California",3073,71.1,5.8,128,42.2,0.0,2318,83.2,4.6
1400000US06073008356,06073008356,"Census Tract 83.56, San Diego County, California",3321,67.4,7.1,165,58.2,62.5,2547,79.1,4.1
1400000US06073008357,06073008357,"Census Tract 83.57, San Diego County, California",4110,70.4,7.0,342,49.4,45.0,2994,84.0,4.6
