GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC02_EST_VC01,HC04_EST_VC01,HC01_EST_VC36,HC02_EST_VC36,HC04_EST_VC36,HC01_EST_VC37,HC02_EST_VC37,HC04_EST_VC37
Id,Id2,Geography,Total; Estimate; Population 16 years and over,Labor Force Participation Rate; Estimate; Population 16 years and over,Unemployment rate; Estimate; Population 16 years and over,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Labor Force Participation Rate; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Unemployment rate; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - At or above the poverty level,Labor Force Participation Rate; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - At or above the poverty level,Unemployment rate; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - At or above the poverty level
1400000US06037228600,06037228600,"Census Tract 2286, Los Angeles County, California",3408,63.3,10.7,1219,59.9,17.7,1615,82.8,5.7
1400000US06037228710,06037228710,"Census Tract 2287.10, Los Angeles County, California",2825,59.2,13.4,928,58.0,20.6,1284,81.9,7.7
1400000US06037228720,06037228720,"Census Tract 2287.20, Los Angeles County, California",3012,60.4,9.8,767,57.8,27.5,1624,79.2,3.0
1400000US06037228800,06037228800,"Census Tract 2288, Los Angeles County, California",3799,56.6,9.9,910,40.1,2.7,2229,74.5,9.6
1400000US06037228900,06037228900,"Census Tract 2289, Los Angeles County, California",2049,52.8,13.5,636,40.6,36.0,1037,74.9,4.2
1400000US06037229100,06037229100,"Census Tract 2291, Los Angeles County, California",3388,63.6,7.8,886,55.1,14.8,1932,82.2,5.2
1400000US06037229200,06037229200,"Census Tract 2292, Los Angeles County, California",2962,63.0,6.7,910,58.4,17.7,1557,83.2,2.4
1400000US06037229300,06037229300,"Census Tract 2293, Los Angeles County, California",3845,60.5,11.7,1290,50.6,21.0,2019,78.5,6.1
1400000US06037229410,06037229410,"Census Tract 2294.10, Los Angeles County, California",2459,58.2,15.7,870,53.1,28.4,1064,85.2,6.3
1400000US06037229420,06037229420,"Census Tract 2294.20, Los Angeles County, California",3160,62.3,10.9,950,59.9,25.5,1601,84.1,5.2
1400000US06037231100,06037231100,"Census Tract 2311, Los Angeles County, California",2764,47.2,19.2,1292,39.1,37.4,979,74.6,4.8
1400000US06037231210,06037231210,"Census Tract 2312.10, Los Angeles County, California",2610,66.2,16.5,618,46.9,31.7,1569,85.3,10.0
1400000US06037231220,06037231220,"Census Tract 2312.20, Los Angeles County, California",3371,58.6,10.2,966,61.9,19.6,1751,75.6,6.4
1400000US06037231300,06037231300,"Census Tract 2313, Los Angeles County, California",3996,58.1,9.0,1077,56.4,19.4,2079,78.4,3.8
1400000US06037231400,06037231400,"Census Tract 2314, Los Angeles County, California",3836,64.9,17.1,632,65.7,37.1,2411,79.3,10.8
1400000US06037231500,06037231500,"Census Tract 2315, Los Angeles County, California",3730,61.9,11.1,336,57.4,33.2,2518,80.2,8.2
1400000US06037231600,06037231600,"Census Tract 2316, Los Angeles County, California",5285,60.6,12.0,1203,49.0,9.3,2985,81.8,12.0
1400000US06037231710,06037231710,"Census Tract 2317.10, Los Angeles County, California",3068,54.4,11.3,1106,52.8,20.4,1259,80.4,5.7
1400000US06037231720,06037231720,"Census Tract 2317.20, Los Angeles County, California",4127,64.9,14.2,1116,57.7,30.0,2217,83.8,7.8
1400000US06037231800,06037231800,"Census Tract 2318, Los Angeles County, California",3305,63.2,9.0,1285,57.2,10.5,1497,86.2,7.6
1400000US06037231900,06037231900,"Census Tract 2319, Los Angeles County, California",4085,58.0,17.6,1155,41.7,26.8,2169,79.5,11.9
1400000US06037232110,06037232110,"Census Tract 2321.10, Los Angeles County, California",2309,57.0,12.2,558,55.4,25.9,1306,73.3,8.4
1400000US06037232120,06037232120,"Census Tract 2321.20, Los Angeles County, California",3883,61.9,13.3,1097,50.3,44.9,2188,81.0,3.3
1400000US06037232200,06037232200,"Census Tract 2322, Los Angeles County, California",2288,56.8,10.2,761,47.6,14.6,1094,78.5,8.3
1400000US06037232300,06037232300,"Census Tract 2323, Los Angeles County, California",3509,66.8,15.3,888,55.3,33.4,2016,87.5,8.9
1400000US06037232400,06037232400,"Census Tract 2324, Los Angeles County, California",5343,58.1,11.1,1042,50.1,22.4,3206,75.7,7.5
1400000US06037232500,06037232500,"Census Tract 2325, Los Angeles County, California",3766,58.0,12.7,955,46.7,45.5,2060,76.9,4.2
1400000US06037232600,06037232600,"Census Tract 2326, Los Angeles County, California",4692,60.0,13.1,1166,49.5,22.2,2666,79.3,8.9
1400000US06037232700,06037232700,"Census Tract 2327, Los Angeles County, California",4482,56.1,12.6,959,46.1,23.1,2638,75.6,9.0
1400000US06037232800,06037232800,"Census Tract 2328, Los Angeles County, California",2798,64.7,10.2,763,60.0,24.7,1597,83.5,5.4
1400000US06037234000,06037234000,"Census Tract 2340, Los Angeles County, California",4697,64.2,13.0,466,63.9,61.7,3193,80.2,7.1
1400000US06037234200,06037234200,"Census Tract 2342, Los Angeles County, California",2036,53.7,11.2,137,13.1,0.0,1179,80.5,9.4
1400000US06037234300,06037234300,"Census Tract 2343, Los Angeles County, California",3296,64.9,15.9,568,59.9,57.6,1949,84.4,4.3
1400000US06037234501,06037234501,"Census Tract 2345.01, Los Angeles County, California",1938,57.9,22.4,293,56.0,45.1,1067,81.7,16.4
1400000US06037234502,06037234502,"Census Tract 2345.02, Los Angeles County, California",1874,58.4,23.4,316,73.1,71.0,997,79.9,11.5
1400000US06037234600,06037234600,"Census Tract 2346, Los Angeles County, California",4062,67.3,18.3,892,60.7,34.2,2305,88.2,12.7
1400000US06037234700,06037234700,"Census Tract 2347, Los Angeles County, California",3001,56.7,9.9,507,49.3,42.8,1716,78.9,4.0
1400000US06037234800,06037234800,"Census Tract 2348, Los Angeles County, California",2577,64.7,15.7,188,29.3,20.0,1813,82.3,14.1
1400000US06037234901,06037234901,"Census Tract 2349.01, Los Angeles County, California",2168,49.1,9.4,647,51.0,17.6,914,75.8,0.0
1400000US06037234902,06037234902,"Census Tract 2349.02, Los Angeles County, California",2983,54.8,14.4,733,39.0,27.3,1633,77.6,9.6
1400000US06037235100,06037235100,"Census Tract 2351, Los Angeles County, California",4157,66.0,15.3,294,70.4,24.2,2933,79.3,13.6
1400000US06037235201,06037235201,"Census Tract 2352.01, Los Angeles County, California",2143,62.2,19.1,344,54.9,23.8,1272,79.0,15.2
1400000US06037235202,06037235202,"Census Tract 2352.02, Los Angeles County, California",3378,62.7,16.2,703,42.2,46.5,2045,78.1,8.4
1400000US06037236000,06037236000,"Census Tract 2360, Los Angeles County, California",4009,61.9,6.7,190,53.7,15.7,2557,81.3,6.5
1400000US06037236100,06037236100,"Census Tract 2361, Los Angeles County, California",4494,57.1,17.3,878,54.0,51.1,2238,83.0,8.6
1400000US06037236202,06037236202,"Census Tract 2362.02, Los Angeles County, California",4518,62.1,14.6,1184,56.6,25.8,2544,78.5,8.9
1400000US06037236203,06037236203,"Census Tract 2362.03, Los Angeles County, California",2966,62.7,12.7,586,47.3,17.0,1799,83.7,11.4
1400000US06037236204,06037236204,"Census Tract 2362.04, Los Angeles County, California",2246,60.0,15.4,610,42.6,28.1,1216,82.7,12.5
1400000US06037236400,06037236400,"Census Tract 2364, Los Angeles County, California",3778,55.4,11.0,421,33.0,3.6,2365,75.6,12.0
1400000US06037237101,06037237101,"Census Tract 2371.01, Los Angeles County, California",2660,62.1,14.5,792,59.6,25.6,1357,81.2,6.6
1400000US06037237102,06037237102,"Census Tract 2371.02, Los Angeles County, California",2098,55.2,6.0,469,38.4,6.1,1123,80.9,4.3
1400000US06037237201,06037237201,"Census Tract 2372.01, Los Angeles County, California",2716,63.3,12.4,548,56.0,18.2,1664,78.0,8.6
1400000US06037237202,06037237202,"Census Tract 2372.02, Los Angeles County, California",3547,64.4,11.5,561,56.0,42.4,2228,80.4,4.7
1400000US06037237300,06037237300,"Census Tract 2373, Los Angeles County, California",3905,54.1,12.3,680,42.9,18.8,2265,74.3,8.5
1400000US06037237401,06037237401,"Census Tract 2374.01, Los Angeles County, California",2712,58.3,10.1,582,46.6,14.8,1637,73.5,7.6
1400000US06037237402,06037237402,"Census Tract 2374.02, Los Angeles County, California",2648,55.0,12.4,378,50.3,23.2,1528,78.8,8.7
1400000US06037237500,06037237500,"Census Tract 2375, Los Angeles County, California",2118,52.9,8.5,495,40.6,15.9,1151,74.8,7.3
1400000US06037237600,06037237600,"Census Tract 2376, Los Angeles County, California",2873,61.8,9.9,566,51.6,13.0,1718,82.2,7.9
1400000US06037237710,06037237710,"Census Tract 2377.10, Los Angeles County, California",2268,68.7,12.3,777,53.3,27.8,1209,85.0,6.5
1400000US06037237720,06037237720,"Census Tract 2377.20, Los Angeles County, California",2019,58.6,14.5,701,50.5,29.1,949,82.2,8.7
1400000US06037237800,06037237800,"Census Tract 2378, Los Angeles County, California",3044,60.2,14.0,438,48.4,35.8,1947,77.1,11.5
1400000US06037237900,06037237900,"Census Tract 2379, Los Angeles County, California",3212,51.0,22.8,423,38.1,31.1,1844,78.1,21.2
1400000US06037238000,06037238000,"Census Tract 2380, Los Angeles County, California",4377,57.2,15.5,537,55.9,41.0,2833,72.7,10.6
1400000US06037238100,06037238100,"Census Tract 2381, Los Angeles County, California",3672,60.6,15.6,495,36.0,94.9,2211,85.2,8.6
1400000US06037238200,06037238200,"Census Tract 2382, Los Angeles County, California",4203,54.3,15.8,380,33.9,0.0,2644,77.4,17.6
1400000US06037238310,06037238310,"Census Tract 2383.10, Los Angeles County, California",3387,52.5,13.4,1296,47.7,18.9,1491,75.0,9.1
1400000US06037238320,06037238320,"Census Tract 2383.20, Los Angeles County, California",2464,53.9,11.4,854,43.7,26.8,1088,85.4,5.5
1400000US06037238400,06037238400,"Census Tract 2384, Los Angeles County, California",4225,62.8,20.0,417,51.1,17.4,2567,86.3,17.7
1400000US06037239201,06037239201,"Census Tract 2392.01, Los Angeles County, California",2594,60.4,10.5,734,61.0,10.9,1411,77.3,10.6
1400000US06037239202,06037239202,"Census Tract 2392.02, Los Angeles County, California",3533,60.4,13.6,599,45.1,31.5,2296,73.7,10.8
1400000US06037239310,06037239310,"Census Tract 2393.10, Los Angeles County, California",3039,64.0,10.5,748,49.3,21.7,1843,80.0,7.5
1400000US06037239320,06037239320,"Census Tract 2393.20, Los Angeles County, California",2768,57.6,10.0,665,34.7,24.2,1542,80.7,3.8
1400000US06037239330,06037239330,"Census Tract 2393.30, Los Angeles County, California",2255,58.8,13.2,631,49.0,17.5,1197,78.9,11.3
1400000US06037239501,06037239501,"Census Tract 2395.01, Los Angeles County, California",2738,60.1,17.6,595,35.8,28.6,1560,83.0,14.1
1400000US06037239502,06037239502,"Census Tract 2395.02, Los Angeles County, California",2453,55.2,18.9,754,51.6,31.1,1215,71.1,10.2
1400000US06037239601,06037239601,"Census Tract 2396.01, Los Angeles County, California",2462,56.4,17.4,730,44.2,37.5,1267,78.7,7.2
1400000US06037239602,06037239602,"Census Tract 2396.02, Los Angeles County, California",2464,62.2,15.9,771,53.8,31.8,1248,79.8,5.8
1400000US06037239701,06037239701,"Census Tract 2397.01, Los Angeles County, California",3226,61.8,13.2,1133,55.6,17.8,1591,78.3,10.0
1400000US06037239702,06037239702,"Census Tract 2397.02, Los Angeles County, California",2729,53.4,13.1,741,45.2,24.5,1300,79.5,9.0
1400000US06037239801,06037239801,"Census Tract 2398.01, Los Angeles County, California",2294,64.6,9.0,631,49.8,29.6,1277,85.1,3.0
1400000US06037239802,06037239802,"Census Tract 2398.02, Los Angeles County, California",3416,67.2,12.5,707,48.9,36.1,2128,84.2,6.0
1400000US06037240010,06037240010,"Census Tract 2400.10, Los Angeles County, California",2461,58.7,18.5,744,47.7,31.5,1213,82.2,11.7
1400000US06037240020,06037240020,"Census Tract 2400.20, Los Angeles County, California",3826,54.3,13.9,829,56.5,25.9,2149,70.8,9.7
1400000US06037240200,06037240200,"Census Tract 2402, Los Angeles County, California",3653,57.6,15.5,875,54.1,27.1,2124,72.7,11.6
1400000US06037240300,06037240300,"Census Tract 2403, Los Angeles County, California",3632,61.6,14.9,738,50.9,43.6,2228,77.9,7.1
1400000US06037240401,06037240401,"Census Tract 2404.01, Los Angeles County, California",3459,60.0,7.1,993,48.6,9.3,1864,78.1,4.1
1400000US06037240402,06037240402,"Census Tract 2404.02, Los Angeles County, California",2830,57.0,8.9,585,36.2,6.1,1629,83.2,8.8
1400000US06037240500,06037240500,"Census Tract 2405, Los Angeles County, California",4472,62.9,14.3,1049,57.6,38.6,2633,78.8,4.9
1400000US06037240600,06037240600,"Census Tract 2406, Los Angeles County, California",3730,66.0,22.0,745,60.7,41.2,2310,80.0,13.9
1400000US06037240700,06037240700,"Census Tract 2407, Los Angeles County, California",4574,56.3,10.5,741,55.5,32.1,2898,70.6,6.0
1400000US06037240800,06037240800,"Census Tract 2408, Los Angeles County, California",3534,62.6,18.5,892,50.2,34.2,2062,79.2,13.0
1400000US06037240900,06037240900,"Census Tract 2409, Los Angeles County, California",3972,57.8,15.3,1305,53.4,28.7,1911,74.0,5.5
1400000US06037241001,06037241001,"Census Tract 2410.01, Los Angeles County, California",3235,58.6,21.1,1016,49.6,34.3,1591,78.3,16.6
1400000US06037241002,06037241002,"Census Tract 2410.02, Los Angeles County, California",2846,60.1,22.7,444,62.2,43.8,1716,75.8,12.0
1400000US06037241110,06037241110,"Census Tract 2411.10, Los Angeles County, California",2139,54.7,10.9,554,52.7,26.0,1162,71.3,4.1
1400000US06037241120,06037241120,"Census Tract 2411.20, Los Angeles County, California",3735,54.2,19.9,1211,52.4,31.5,1715,73.8,9.7
1400000US06037241201,06037241201,"Census Tract 2412.01, Los Angeles County, California",2415,57.2,20.3,489,47.6,55.4,1484,73.7,10.7
1400000US06037241202,06037241202,"Census Tract 2412.02, Los Angeles County, California",3712,54.0,11.7,997,48.0,12.1,1800,74.1,6.9
1400000US06037241300,06037241300,"Census Tract 2413, Los Angeles County, California",1673,59.2,10.3,299,31.4,45.7,1034,78.6,2.7
1400000US06037241400,06037241400,"Census Tract 2414, Los Angeles County, California",2510,56.4,10.3,499,36.1,12.2,1629,70.5,8.8
1400000US06037242000,06037242000,"Census Tract 2420, Los Angeles County, California",2788,51.5,16.7,666,41.0,38.8,1530,71.0,9.3
1400000US06037242100,06037242100,"Census Tract 2421, Los Angeles County, California",1637,38.4,16.9,756,38.8,15.0,469,65.7,19.2
1400000US06037242200,06037242200,"Census Tract 2422, Los Angeles County, California",3788,56.9,13.5,907,53.4,23.8,2118,74.4,9.8
1400000US06037242300,06037242300,"Census Tract 2423, Los Angeles County, California",3233,60.8,18.7,847,64.0,36.0,1639,76.8,7.2
1400000US06037242600,06037242600,"Census Tract 2426, Los Angeles County, California",2972,48.1,39.7,1363,49.7,59.3,953,70.4,14.9
1400000US06037242700,06037242700,"Census Tract 2427, Los Angeles County, California",3480,59.1,20.4,839,51.5,39.1,2055,72.0,11.8
1400000US06037243000,06037243000,"Census Tract 2430, Los Angeles County, California",4755,54.7,10.2,1029,43.1,35.1,2753,73.9,5.3
1400000US06037243100,06037243100,"Census Tract 2431, Los Angeles County, California",4145,54.0,15.0,1412,52.1,24.6,1930,68.3,4.9
1400000US06037261101,06037261101,"Census Tract 2611.01, Los Angeles County, California",3149,64.5,3.7,158,67.7,33.6,2116,77.4,1.7
1400000US06037261102,06037261102,"Census Tract 2611.02, Los Angeles County, California",3444,57.8,4.5,96,11.5,0.0,2117,75.3,5.2
1400000US06037261200,06037261200,"Census Tract 2612, Los Angeles County, California",3356,68.2,7.3,138,69.6,24.0,2055,84.8,6.8
1400000US06037262100,06037262100,"Census Tract 2621, Los Angeles County, California",2486,52.3,7.3,54,85.2,63.0,1435,66.0,7.0
1400000US06037262200,06037262200,"Census Tract 2622, Los Angeles County, California",3722,64.8,8.0,138,60.1,41.0,2395,80.2,6.8
1400000US06037262301,06037262301,"Census Tract 2623.01, Los Angeles County, California",2423,55.3,3.2,52,0.0,-,1101,73.2,0.7
1400000US06037262302,06037262302,"Census Tract 2623.02, Los Angeles County, California",2333,60.8,5.1,58,13.8,0.0,1599,69.9,5.2
1400000US06037262303,06037262303,"Census Tract 2623.03, Los Angeles County, California",2476,50.7,6.2,95,28.4,22.2,1371,68.7,4.0
1400000US06037262400,06037262400,"Census Tract 2624, Los Angeles County, California",2329,56.1,7.3,84,42.9,30.6,1401,67.7,7.6
1400000US06037262501,06037262501,"Census Tract 2625.01, Los Angeles County, California",2937,57.6,8.8,55,10.9,100.0,1937,75.6,9.8
1400000US06037262601,06037262601,"Census Tract 2626.01, Los Angeles County, California",2899,61.0,7.5,109,33.0,19.4,1844,74.3,7.0
1400000US06037262604,06037262604,"Census Tract 2626.04, Los Angeles County, California",5317,56.3,3.8,117,34.2,70.0,3051,70.2,2.4
1400000US06037262704,06037262704,"Census Tract 2627.04, Los Angeles County, California",2846,59.1,10.3,147,24.5,11.1,1883,77.1,9.9
1400000US06037262706,06037262706,"Census Tract 2627.06, Los Angeles County, California",2777,53.7,4.3,126,40.5,15.7,1677,72.7,3.6
1400000US06037262802,06037262802,"Census Tract 2628.02, Los Angeles County, California",2795,61.2,3.9,13,69.2,100.0,1735,75.8,3.3
1400000US06037264000,06037264000,"Census Tract 2640, Los Angeles County, California",2617,60.5,5.8,144,23.6,100.0,1492,78.7,6.8
1400000US06037264102,06037264102,"Census Tract 2641.02, Los Angeles County, California",2437,76.5,4.7,216,57.9,53.6,1757,89.3,1.3
1400000US06037264103,06037264103,"Census Tract 2641.03, Los Angeles County, California",2252,78.6,10.7,258,67.8,38.3,1694,88.1,7.3
1400000US06037264301,06037264301,"Census Tract 2643.01, Los Angeles County, California",4770,81.2,5.2,248,76.2,48.7,3760,90.9,3.2
1400000US06037264302,06037264302,"Census Tract 2643.02, Los Angeles County, California",4925,76.6,5.5,350,90.9,9.4,3510,92.5,4.2
1400000US06037265100,06037265100,"Census Tract 2651, Los Angeles County, California",2261,51.1,9.6,109,56.0,18.0,979,86.2,8.8
1400000US06037265201,06037265201,"Census Tract 2652.01, Los Angeles County, California",2626,46.6,21.4,482,19.7,4.2,920,75.9,27.5
1400000US06037265202,06037265202,"Census Tract 2652.02, Los Angeles County, California",3304,63.2,6.6,620,32.4,12.4,1917,88.8,6.6
1400000US06037265301,06037265301,"Census Tract 2653.01, Los Angeles County, California",11519,30.2,23.0,0,-,-,0,-,-
1400000US06037265303,06037265303,"Census Tract 2653.03, Los Angeles County, California",4910,54.0,10.8,3552,47.8,14.4,1011,86.9,2.7
1400000US06037265304,06037265304,"Census Tract 2653.04, Los Angeles County, California",3438,54.5,7.7,2055,51.9,7.5,537,84.5,0.0
1400000US06037265305,06037265305,"Census Tract 2653.05, Los Angeles County, California",4149,50.1,7.7,1973,37.9,17.2,1487,78.3,0.0
1400000US06037265410,06037265410,"Census Tract 2654.10, Los Angeles County, California",1177,64.3,7.5,51,35.3,66.7,800,80.1,7.0
1400000US06037265420,06037265420,"Census Tract 2654.20, Los Angeles County, California",1735,65.2,7.3,217,43.8,29.5,1051,80.8,5.7
1400000US06037265510,06037265510,"Census Tract 2655.10, Los Angeles County, California",3955,60.7,7.1,1432,30.2,16.0,2100,85.1,4.9
1400000US06037265520,06037265520,"Census Tract 2655.20, Los Angeles County, California",4038,71.3,11.6,560,45.2,63.2,2691,88.6,6.8
1400000US06037265601,06037265601,"Census Tract 2656.01, Los Angeles County, California",2546,72.0,3.5,187,62.0,6.9,1815,90.2,2.6
1400000US06037265602,06037265602,"Census Tract 2656.02, Los Angeles County, California",2651,56.8,3.7,117,38.5,0.0,1340,83.7,1.0
1400000US06037265700,06037265700,"Census Tract 2657, Los Angeles County, California",4485,69.3,4.5,222,51.8,20.9,3080,83.4,3.9
1400000US06037267100,06037267100,"Census Tract 2671, Los Angeles County, California",5720,67.5,5.3,562,47.0,31.8,3963,83.5,3.1
1400000US06037267200,06037267200,"Census Tract 2672, Los Angeles County, California",5092,70.9,6.9,316,36.1,28.9,3813,83.8,6.3
1400000US06037267300,06037267300,"Census Tract 2673, Los Angeles County, California",4076,72.4,11.4,701,48.6,3.2,2803,88.7,13.1
1400000US06037267402,06037267402,"Census Tract 2674.02, Los Angeles County, California",4439,81.7,6.6,416,58.4,33.3,3428,92.5,5.0
1400000US06037267403,06037267403,"Census Tract 2674.03, Los Angeles County, California",2890,75.9,7.2,606,43.1,18.0,1973,93.4,4.8
1400000US06037267404,06037267404,"Census Tract 2674.04, Los Angeles County, California",2913,77.9,7.0,440,71.8,17.1,2057,89.5,5.1
1400000US06037267501,06037267501,"Census Tract 2675.01, Los Angeles County, California",5611,79.2,4.5,748,85.0,10.2,4207,86.1,3.4
1400000US06037267502,06037267502,"Census Tract 2675.02, Los Angeles County, California",2988,73.2,5.0,264,51.9,40.9,2397,82.9,1.5
1400000US06037267600,06037267600,"Census Tract 2676, Los Angeles County, California",2499,72.1,7.7,189,34.4,30.8,1883,83.8,6.3
1400000US06037267700,06037267700,"Census Tract 2677, Los Angeles County, California",3142,79.9,4.3,246,44.7,22.7,2493,91.2,3.0
1400000US06037267800,06037267800,"Census Tract 2678, Los Angeles County, California",2383,65.8,4.5,91,51.6,34.0,1713,85.5,3.7
1400000US06037267901,06037267901,"Census Tract 2679.01, Los Angeles County, California",2063,41.7,5.9,49,0.0,-,969,69.0,5.2
1400000US06037267902,06037267902,"Census Tract 2679.02, Los Angeles County, California",2821,68.6,5.5,207,57.5,14.3,1849,85.2,5.6
1400000US06037269000,06037269000,"Census Tract 2690, Los Angeles County, California",4469,60.2,5.9,181,34.3,0.0,3210,75.6,5.4
1400000US06037269100,06037269100,"Census Tract 2691, Los Angeles County, California",3385,67.5,6.3,204,51.5,37.1,2263,86.1,5.1
1400000US06037269300,06037269300,"Census Tract 2693, Los Angeles County, California",3158,68.8,3.4,65,86.2,0.0,2296,79.8,2.5
1400000US06037269500,06037269500,"Census Tract 2695, Los Angeles County, California",2923,64.4,5.2,68,76.5,15.4,2046,81.1,4.9
1400000US06037269601,06037269601,"Census Tract 2696.01, Los Angeles County, California",2529,58.8,11.6,297,30.0,16.9,1847,75.1,11.4
1400000US06037269602,06037269602,"Census Tract 2696.02, Los Angeles County, California",2475,66.6,10.8,397,56.9,38.5,1465,86.8,5.8
1400000US06037269700,06037269700,"Census Tract 2697, Los Angeles County, California",3216,77.4,8.3,200,64.5,40.3,2502,87.4,6.7
1400000US06037269800,06037269800,"Census Tract 2698, Los Angeles County, California",2730,74.2,10.7,494,46.2,36.0,1898,88.8,6.2
1400000US06037269903,06037269903,"Census Tract 2699.03, Los Angeles County, California",3523,75.6,7.8,372,65.3,16.9,2665,86.7,6.9
1400000US06037269904,06037269904,"Census Tract 2699.04, Los Angeles County, California",3724,75.7,8.2,725,54.2,21.9,2573,88.7,6.3
1400000US06037269905,06037269905,"Census Tract 2699.05, Los Angeles County, California",2568,80.4,2.0,247,53.8,25.6,2102,89.0,0.4
1400000US06037269906,06037269906,"Census Tract 2699.06, Los Angeles County, California",2468,83.0,8.5,342,56.1,27.6,1888,93.6,6.7
1400000US06037269907,06037269907,"Census Tract 2699.07, Los Angeles County, California",2479,82.0,4.5,269,32.3,21.8,1957,92.8,3.7
1400000US06037270100,06037270100,"Census Tract 2701, Los Angeles County, California",4149,74.0,11.5,527,59.6,30.9,3118,84.3,9.7
1400000US06037270200,06037270200,"Census Tract 2702, Los Angeles County, California",3286,70.1,4.9,389,62.0,16.2,2232,83.1,3.0
1400000US06037270300,06037270300,"Census Tract 2703, Los Angeles County, California",2137,71.2,9.9,251,74.1,5.9,1464,85.2,10.6
1400000US06037271100,06037271100,"Census Tract 2711, Los Angeles County, California",1979,67.5,3.7,166,46.4,0.0,1349,86.9,3.5
1400000US06037271200,06037271200,"Census Tract 2712, Los Angeles County, California",2508,76.8,7.7,268,51.1,4.4,1872,92.0,7.4
1400000US06037271300,06037271300,"Census Tract 2713, Los Angeles County, California",3889,68.3,7.6,269,45.4,49.2,2724,85.5,5.2
1400000US06037271400,06037271400,"Census Tract 2714, Los Angeles County, California",2932,60.5,11.1,276,43.1,51.3,1857,80.3,9.1
1400000US06037271500,06037271500,"Census Tract 2715, Los Angeles County, California",2618,63.6,5.3,179,41.3,31.1,1573,86.0,0.5
1400000US06037271600,06037271600,"Census Tract 2716, Los Angeles County, California",3724,61.2,7.9,736,27.3,39.8,2488,79.3,4.7
1400000US06037271701,06037271701,"Census Tract 2717.01, Los Angeles County, California",5177,73.4,7.3,635,53.9,28.9,3612,88.7,4.6
1400000US06037271702,06037271702,"Census Tract 2717.02, Los Angeles County, California",3526,73.5,3.6,592,45.8,17.3,2606,85.8,2.1
1400000US06037271801,06037271801,"Census Tract 2718.01, Los Angeles County, California",3262,71.1,6.2,866,44.1,12.3,1851,89.8,5.1
1400000US06037271802,06037271802,"Census Tract 2718.02, Los Angeles County, California",5749,72.3,7.7,850,61.2,13.8,4031,87.1,7.0
1400000US06037271901,06037271901,"Census Tract 2719.01, Los Angeles County, California",2750,74.9,11.5,278,75.5,57.1,2068,83.3,6.3
1400000US06037271902,06037271902,"Census Tract 2719.02, Los Angeles County, California",3321,73.3,10.3,306,62.7,31.3,2382,87.2,8.9
1400000US06037272100,06037272100,"Census Tract 2721, Los Angeles County, California",3448,65.9,6.5,294,29.9,65.9,2495,82.8,4.2
1400000US06037272201,06037272201,"Census Tract 2722.01, Los Angeles County, California",2211,78.6,7.5,238,54.6,34.6,1646,90.2,4.6
1400000US06037272202,06037272202,"Census Tract 2722.02, Los Angeles County, California",3198,78.9,12.7,347,52.2,27.1,2478,88.8,12.4
1400000US06037272301,06037272301,"Census Tract 2723.01, Los Angeles County, California",2854,73.8,12.8,302,65.9,54.8,2014,90.7,6.5
1400000US06037272302,06037272302,"Census Tract 2723.02, Los Angeles County, California",3730,69.9,5.3,419,55.8,3.4,2604,87.7,5.3
1400000US06037273100,06037273100,"Census Tract 2731, Los Angeles County, California",1887,66.5,2.9,112,37.5,23.8,1251,85.1,2.4
1400000US06037273200,06037273200,"Census Tract 2732, Los Angeles County, California",3000,76.8,9.1,344,51.5,20.3,2271,91.1,7.9
1400000US06037273300,06037273300,"Census Tract 2733, Los Angeles County, California",2995,81.6,5.7,308,66.9,10.2,2290,93.6,5.6
1400000US06037273402,06037273402,"Census Tract 2734.02, Los Angeles County, California",2690,81.6,12.0,248,56.5,34.3,2078,96.1,10.8
1400000US06037273502,06037273502,"Census Tract 2735.02, Los Angeles County, California",2740,84.5,10.8,321,75.7,42.4,2214,92.3,6.8
1400000US06037273600,06037273600,"Census Tract 2736, Los Angeles County, California",2065,75.2,9.7,186,68.3,7.9,1446,91.1,9.5
1400000US06037273700,06037273700,"Census Tract 2737, Los Angeles County, California",2386,74.9,6.9,117,34.2,30.0,1867,86.4,5.8
1400000US06037273800,06037273800,"Census Tract 2738, Los Angeles County, California",2760,78.6,7.4,275,66.2,16.5,2056,91.7,6.2
1400000US06037273902,06037273902,"Census Tract 2739.02, Los Angeles County, California",3447,82.1,10.0,319,82.1,40.5,2494,93.2,7.1
1400000US06037274100,06037274100,"Census Tract 2741, Los Angeles County, California",3816,77.6,0.9,394,47.5,0.5,2701,91.9,0.5
1400000US06037274202,06037274202,"Census Tract 2742.02, Los Angeles County, California",3715,67.4,9.1,224,65.6,17.7,2562,81.9,8.6
1400000US06037275101,06037275101,"Census Tract 2751.01, Los Angeles County, California",1126,72.8,8.4,39,25.6,60.0,898,82.7,8.5
1400000US06037275102,06037275102,"Census Tract 2751.02, Los Angeles County, California",3148,72.9,7.6,287,79.1,15.9,2293,86.2,7.0
